timestamp,user_id,role,crypto_mode,vendor_reputation,geo_location,device_trust_level,resource_type,sensitivity_level,action,transaction_amount,frequency,payload_size,failed_login_attempts,geo_location_change,label
2025-09-23 10:06:40,user_40,guest,pqc,,Unknown,medium,backend_sync,low,write,0,19,11.17,0,0,0
2025-09-23 10:06:50,user_41,guest,pqc,,EU,low,logs,low,read,0,27,7.19,1,0,0
2025-09-23 10:07:00,user_42,guest,pqc,,Unknown,low,customer_kyc,high,update,0,23,19.78,0,1,1
2025-09-23 10:07:10,user_43,auditor,classical,,USA,medium,catalog,high,update,0,19,4.85,1,1,0
2025-09-23 10:07:20,user_44,third_party,classical,40.0,India,high,payroll,medium,write,0,24,9.1,4,1,1
2025-09-23 10:07:30,user_45,employee,classical,,India,medium,transaction,low,update,154148,17,6.18,0,0,1
2025-09-23 10:07:40,user_46,third_party,classical,65.0,EU,high,payroll,high,read,0,16,18.79,0,0,0
2025-09-23 10:07:50,user_47,service,pqc,,Unknown,low,catalog,high,delete,0,24,17.58,2,0,1
2025-09-23 10:08:00,user_48,admin,pqc,,EU,medium,payroll,medium,read,0,19,11.77,1,1,0
2025-09-23 10:08:10,user_49,third_party,classical,65.0,USA,low,catalog,high,write,0,22,10.99,1,1,1
2025-09-23 10:08:20,user_50,third_party,pqc,65.0,Unknown,low,logs,high,delete,0,21,15.54,1,1,1
2025-09-23 10:08:30,user_51,third_party,pqc,92.0,Unknown,high,logs,medium,read,0,24,2.59,2,0,0
2025-09-23 10:08:40,user_52,employee,classical,,Unknown,high,transaction,low,read,182557,17,7.16,1,0,1
2025-09-23 10:08:50,user_53,auditor,pqc,,Unknown,low,payroll,high,delete,0,14,5.23,0,0,1
2025-09-23 10:09:00,user_54,auditor,pqc,,EU,medium,catalog,medium,read,0,20,3.09,1,1,0
2025-09-23 10:09:10,user_55,admin,classical,,EU,medium,payroll,low,update,0,30,13.26,0,0,0
2025-09-23 10:09:20,user_56,guest,pqc,,India,low,catalog,low,write,0,19,9.53,2,0,0
2025-09-23 10:09:30,user_57,auditor,classical,,USA,high,customer_kyc,low,delete,0,23,12.97,1,1,0
2025-09-23 10:09:40,user_58,employee,classical,,India,low,backend_sync,high,read,0,20,10.85,0,0,1
2025-09-23 10:09:50,user_59,employee,classical,,India,low,transaction,medium,read,0,16,10.78,1,1,0
2025-09-23 10:10:00,user_60,third_party,pqc,92.0,USA,low,backend_sync,low,read,0,18,8.91,3,1,0
2025-09-23 10:10:10,user_61,admin,pqc,,Unknown,medium,backend_sync,high,write,0,31,5.84,1,1,0
2025-09-23 10:10:20,user_62,third_party,pqc,40.0,India,low,backend_sync,low,read,0,19,14.66,0,1,1
2025-09-23 10:10:30,user_63,guest,classical,,EU,low,catalog,low,read,0,24,18.34,0,1,0
2025-09-23 10:10:40,user_64,third_party,classical,40.0,Unknown,low,transaction,low,read,51568,19,11.15,1,1,1
2025-09-23 10:10:50,user_65,guest,classical,,Unknown,high,catalog,low,delete,0,20,4.77,0,0,0
2025-09-23 10:11:00,user_66,third_party,classical,65.0,Unknown,medium,backend_sync,medium,read,0,14,13.29,1,1,0
2025-09-23 10:11:10,user_67,auditor,classical,,Unknown,low,backend_sync,low,update,0,20,7.96,0,0,0
2025-09-23 10:11:20,user_68,service,pqc,,India,medium,logs,low,delete,0,15,10.56,2,0,0
2025-09-23 10:11:30,user_69,service,pqc,,India,low,customer_kyc,medium,update,0,29,14.4,0,0,0
2025-09-23 10:11:40,user_70,third_party,pqc,65.0,India,medium,transaction,low,delete,0,19,16.74,3,1,0
2025-09-23 10:11:50,user_71,third_party,classical,65.0,USA,medium,payroll,high,delete,0,16,5.02,0,1,0
2025-09-23 10:12:00,user_72,admin,classical,,EU,low,transaction,low,write,138771,28,11.65,2,0,1
2025-09-23 10:12:10,user_73,third_party,pqc,92.0,India,medium,customer_kyc,high,read,0,23,8.24,0,1,0
2025-09-23 10:12:20,user_74,guest,pqc,,EU,low,backend_sync,high,read,0,10,4.82,3,1,1
2025-09-23 10:12:30,user_75,admin,pqc,,Unknown,high,logs,medium,delete,0,29,5.62,1,0,0
2025-09-23 10:12:40,user_76,auditor,pqc,,EU,high,catalog,low,write,0,23,14.18,6,1,0
2025-09-23 10:12:50,user_77,employee,classical,,India,low,backend_sync,low,read,0,24,14.67,1,0,0
2025-09-23 10:13:00,user_78,auditor,pqc,,USA,medium,catalog,low,update,0,21,3.44,2,0,0
2025-09-23 10:13:10,user_79,employee,classical,,India,low,logs,medium,delete,0,19,4.66,2,1,0
2025-09-23 10:13:20,user_80,admin,pqc,,Unknown,low,backend_sync,high,read,0,13,19.4,1,1,1
2025-09-23 10:13:30,user_81,guest,classical,,India,low,backend_sync,low,update,0,21,5.37,3,1,0
2025-09-23 10:13:40,user_82,third_party,pqc,92.0,India,medium,transaction,low,update,0,18,10.57,2,0,0
2025-09-23 10:13:50,user_83,service,pqc,,Unknown,low,customer_kyc,medium,delete,0,26,2.14,1,1,0
2025-09-23 10:14:00,user_84,employee,classical,,India,low,backend_sync,low,read,0,21,3.63,2,0,0
2025-09-23 10:14:10,user_85,guest,classical,,USA,medium,payroll,low,update,0,22,3.34,2,1,0
2025-09-23 10:14:20,user_86,admin,classical,,India,medium,logs,medium,read,0,22,6.6,1,1,0
2025-09-23 10:14:30,user_87,third_party,pqc,92.0,EU,high,logs,low,delete,0,22,12.07,0,1,0
2025-09-23 10:14:40,user_88,auditor,pqc,,EU,high,transaction,high,read,119227,9,12.93,1,0,1
2025-09-23 10:14:50,user_89,guest,classical,,India,medium,customer_kyc,medium,read,0,17,8.25,0,0,1
2025-09-23 10:15:00,user_90,service,classical,,Unknown,low,catalog,low,read,0,23,7.98,1,1,0
2025-09-23 10:15:10,user_91,employee,classical,,EU,high,backend_sync,medium,write,0,21,6.99,1,0,0
2025-09-23 10:15:20,user_92,employee,pqc,,Unknown,medium,catalog,medium,delete,0,19,19.47,2,1,0
2025-09-23 10:15:30,user_93,third_party,pqc,65.0,USA,high,customer_kyc,medium,read,0,17,8.11,0,1,0
2025-09-23 10:15:40,user_94,employee,pqc,,India,medium,catalog,medium,delete,0,16,6.64,0,1,0
2025-09-23 10:15:50,user_95,third_party,pqc,65.0,USA,low,backend_sync,medium,update,0,14,6.43,1,1,0
2025-09-23 10:16:00,user_96,auditor,classical,,EU,medium,customer_kyc,medium,write,0,15,16.16,0,1,0
2025-09-23 10:16:10,user_97,third_party,classical,92.0,USA,high,catalog,medium,write,0,20,10.0,3,1,0
2025-09-23 10:16:20,user_98,employee,pqc,,India,high,payroll,medium,delete,0,18,7.21,1,1,0
2025-09-23 10:16:30,user_99,employee,pqc,,India,medium,logs,low,delete,0,21,5.92,0,1,0
